epoch,step,min_lidar,action,reward,q_max,loss
3,34,0.276,1,-0.05,-0.5196824,0
3,35,0.169,0,-100.0,-0.44598085,0
4,0,0.660,1,-0.05,-0.17999113,0
4,1,0.660,1,-0.05,-0.27529347,0
4,2,0.649,2,-0.05,-0.6629864,0
4,3,0.606,0,1.0,-0.41247916,0
4,4,0.614,1,-0.05,-0.29617667,0
4,5,0.607,1,-0.05,-0.37802947,0
4,6,0.593,2,-0.05,-0.44404334,0
4,7,0.585,2,-0.05,-0.74512184,0
4,8,0.581,2,-0.05,-0.2858497,0
4,9,0.570,1,-0.05,0.05270922,0
4,10,0.588,2,-0.05,-0.4778341,0
4,11,0.604,2,-0.05,0.11242068,0
4,12,0.684,2,-0.05,-0.26423454,0
4,13,0.787,2,-0.05,0.38593638,0
4,14,0.746,1,-0.05,1.0622411,0
4,15,0.725,0,1.0,1.1405572,0
4,16,0.696,2,-0.05,0.48653972,0
4,17,0.662,1,-0.05,1.2633408,0
4,18,0.613,0,1.0,0.4828688,0
4,19,0.589,2,-0.05,-0.24087405,0
4,20,0.591,2,-0.05,0.4848796,0
4,21,0.535,0,1.0,1.1260726,0
4,22,0.453,1,-0.05,1.0553912,0
4,23,0.446,1,-0.05,0.69783974,0
4,24,0.378,0,1.0,1.0791367,0
4,25,0.336,0,1.0,0.29851377,0
4,26,0.299,1,-0.05,0.4063453,0
4,27,0.287,1,-0.05,0.21604764,0
4,28,0.304,1,-0.05,0.1008172,0
4,29,0.334,1,-0.05,0.0035710335,0
4,30,0.340,2,-0.05,-0.4408095,0
4,31,0.361,0,1.0,-0.06945205,0
4,32,0.398,0,1.0,0.14332056,0
4,33,0.406,2,-0.05,0.037204027,0
4,34,0.403,2,-0.05,0.057036757,0
4,35,0.381,0,1.0,-0.45556486,0
4,36,0.366,1,-0.05,-0.34688306,0
4,37,0.362,0,1.0,0.0727855,0
4,38,0.354,0,1.0,0.60280514,0
4,39,0.354,1,-0.05,0.3577624,0
4,40,0.372,1,-0.05,1.0158705,0
4,41,1.063,1,-0.05,0.4082703,0
4,42,0.997,0,1.0,0.028762221,0
4,43,0.902,0,1.0,0.04671693,0
4,44,0.831,2,-0.05,0.07364941,0
4,45,0.793,0,1.0,0.035604477,0
4,46,0.769,1,-0.05,-0.08695829,0
4,47,0.717,0,1.0,0.009184599,0
4,48,0.593,0,1.0,0.082445145,0
4,49,0.554,1,-0.05,0.08596283,0
4,50,0.549,2,-0.05,0.064730346,0
4,51,0.529,1,-0.05,0.07354814,0
4,52,0.503,2,-0.05,0.06865996,0
4,53,0.494,2,-0.05,0.0072531104,0
4,54,0.373,0,1.0,-0.18669969,0
4,55,0.132,0,-100.0,-0.23988992,0
5,0,0.665,1,-0.05,-0.12479019,0
5,1,0.664,2,-0.05,-0.28531492,0
5,2,0.668,0,1.0,-0.10180068,0
5,3,0.715,0,1.0,0.15833998,0
5,4,0.716,2,-0.05,0.19465423,0
5,5,0.702,2,-0.05,-0.210886,0
5,6,0.645,0,1.0,0.311455,0
5,7,0.533,0,1.0,1.135959,0
5,8,0.506,2,-0.05,1.160202,0
5,9,0.420,0,1.0,1.2088642,0
5,10,0.268,0,1.0,2.1026657,0
5,11,0.232,1,-0.05,2.0962248,0
5,12,0.197,1,-100.0,2.9855912,0
6,0,0.666,0,1.0,-0.27384698,0
6,1,0.657,2,-0.05,-0.35181558,0
6,2,0.687,2,-0.05,0.1960603,0
6,3,0.694,0,1.0,-0.6108103,0
6,4,0.661,1,-0.05,0.14567924,0
6,5,0.665,2,-0.05,-0.63973284,0
6,6,0.595,0,1.0,0.57994735,0
6,7,0.571,2,-0.05,1.1198447,0
6,8,0.468,0,1.0,0.96352184,0
6,9,0.413,2,-0.05,1.8533778,0
6,10,0.395,2,-0.05,1.0602423,0
6,11,0.286,0,1.0,-0.76292086,0
6,12,0.120,0,-100.0,-0.52832186,0
7,0,0.665,1,-0.05,-0.1444534,0
7,1,0.659,1,-0.05,-0.24923968,0
7,2,0.642,2,-0.05,-0.69049096,0
7,3,0.642,1,-0.05,-0.40014267,0
7,4,0.640,1,-0.05,-0.7263231,0
7,5,0.624,2,-0.05,-0.4255756,0
7,6,0.603,1,-0.05,-0.54194826,0
7,7,0.511,0,1.0,-0.18935359,0
7,8,0.477,2,-0.05,0.3081773,0
7,9,0.454,2,-0.05,0.024359971,0
7,10,0.452,1,-0.05,-0.42494613,0
7,11,0.431,1,-0.05,-0.19854105,0
7,12,0.392,0,1.0,0.3569733,0
7,13,0.327,2,-0.05,-0.48048836,0
7,14,0.311,1,-0.05,-0.15809509,0
7,15,0.218,0,1.0,-0.70211387,0
7,16,0.138,1,-100.0,-0.9960282,0
8,0,0.690,2,-0.05,-0.27766073,0
8,1,0.668,1,-0.05,0.10743606,0
8,2,0.661,2,-0.05,-0.35208225,0
8,3,0.710,0,1.0,0.27814913,0
8,4,0.711,2,-0.05,-0.26206744,0
8,5,0.666,0,1.0,-0.6334903,0
8,6,0.610,0,1.0,0.45736933,0
8,7,0.512,0,1.0,0.5946027,0
8,8,0.494,2,-0.05,0.785625,0
8,9,0.480,2,-0.05,1.1476204,0
8,10,0.462,1,-0.05,1.7630994,0
8,11,0.425,1,-0.05,1.250246,0
8,12,0.419,1,-0.05,0.7202099,0
8,13,0.414,2,-0.05,-0.21536851,0
8,14,0.406,1,-0.05,0.4084972,0
8,15,0.380,0,1.0,-0.20653856,0
8,16,0.394,0,1.0,-0.27397168,0
8,17,0.383,2,-0.05,-0.30954826,0
8,18,0.359,0,1.0,0.49082518,0
8,19,0.327,2,-0.05,-0.047811747,0
8,20,0.292,0,1.0,0.81804097,0
8,21,0.189,0,-100.0,1.0754259,0
9,0,0.671,2,-0.05,-0.15607476,0
9,1,0.716,2,-0.05,-0.020278573,0
9,2,0.674,0,1.0,-0.123788,0
9,3,0.634,1,-0.05,0.41699624,0
9,4,0.629,2,-0.05,0.15448833,0
9,5,0.611,2,-0.05,0.7642392,0
9,6,0.615,2,-0.05,1.1168267,0
9,7,0.572,2,-0.05,0.39128292,0
9,8,0.470,0,1.0,-0.92136455,0
9,9,0.247,0,1.0,-0.9398613,0
9,10,0.184,1,-100.0,-1.129497,0
10,0,0.690,2,-0.05,-0.27399945,0
10,1,0.712,2,-0.05,0.10732329,0
10,2,0.702,0,1.0,-0.3755182,0
10,3,0.592,0,1.0,0.3475212,0
10,4,0.522,0,1.0,0.44288218,0
10,5,0.419,0,1.0,0.5954627,0
10,6,0.409,2,-0.05,1.1318853,0
10,7,0.333,0,1.0,1.0439233,0
10,8,0.184,0,-100.0,2.4943228,0
11,0,0.667,2,-0.05,-0.14744163,0
11,1,0.676,1,-0.05,-0.076794624,0
11,2,0.675,1,-0.05,-0.25115955,0
11,3,0.626,0,1.0,-0.33291996,0
11,4,0.602,1,-0.05,-0.7389128,0
11,5,0.547,0,1.0,-0.5998436,0
11,6,0.517,1,-0.05,-0.18374133,0
11,7,0.414,0,1.0,0.319368,0
11,8,0.316,0,1.0,-0.07438335,0
11,9,0.145,0,-100.0,-0.38332742,0
12,0,0.688,2,-0.05,-0.16797662,0
12,1,0.715,0,1.0,-0.015370727,0
12,2,0.659,0,1.0,-0.54863036,0
12,3,0.635,2,-0.05,-0.6010965,0
12,4,0.631,2,-0.05,0.21003139,0
12,5,0.553,0,1.0,1.118192,0
12,6,0.428,0,1.0,1.112177,0
12,7,0.324,0,1.0,1.5733056,0
12,8,0.273,2,-0.05,2.534635,0
12,9,0.245,2,-0.05,1.1777471,0
12,10,0.213,2,-0.05,-0.6823641,0
12,11,0.120,0,-100.0,-0.7501863,0
13,0,0.671,2,-0.05,-0.15626371,0
13,1,0.680,1,-0.05,-0.01875174,0
13,2,0.654,0,1.0,-0.014932752,0
13,3,0.653,1,-0.05,-0.49113238,0
13,4,0.648,2,-0.05,-0.39877224,0
13,5,0.648,2,-0.05,-0.49668276,0
13,6,0.707,2,-0.05,0.22716153,0
13,7,0.682,1,-0.05,-0.03813231,0
13,8,0.665,1,-0.05,-0.23216832,0
13,9,0.660,0,1.0,0.026316762,0
13,10,0.656,2,-0.05,-0.31341487,0
13,11,0.657,0,1.0,-0.09554267,0
13,12,0.675,0,1.0,0.3882196,0
13,13,0.699,0,1.0,0.43698776,0
13,14,0.695,0,1.0,0.22888601,0
13,15,0.690,0,1.0,0.16189528,0
13,16,0.675,2,-0.05,-0.042399406,0
13,17,0.638,0,1.0,-0.03767681,0
13,18,0.629,2,-0.05,-0.116236806,0
13,19,0.562,0,1.0,0.4563768,0
13,20,0.517,1,-0.05,0.59050655,0
13,21,0.470,0,1.0,0.4307971,0
13,22,0.450,2,-0.05,0.11526656,0
13,23,0.430,1,-0.05,0.5516485,0
13,24,0.400,0,1.0,-0.19954121,0
13,25,0.393,2,-0.05,0.34716547,0
13,26,0.396,2,-0.05,0.14510989,0
13,27,0.380,1,-0.05,-0.40431917,0
13,28,0.368,2,-0.05,0.26997864,0
13,29,0.342,1,-0.05,-0.3400023,0
13,30,0.353,1,-0.05,-0.034111857,0
13,31,0.359,0,1.0,0.35744298,0
13,32,0.368,2,-0.05,0.48936772,0
13,33,0.363,2,-0.05,0.9049747,0
13,34,0.356,2,-0.05,0.23866427,0
13,35,0.310,0,1.0,-0.004730344,0
13,36,0.484,1,-0.05,0.095887244,0
13,37,0.441,2,-0.05,-0.40331823,0
13,38,0.357,2,-0.05,-0.04758674,0
13,39,0.344,2,-0.05,-0.42810008,0
13,40,0.401,1,-0.05,-0.9722213,0
13,41,0.381,2,-0.05,-0.35557437,0
13,42,0.433,0,1.0,-0.960184,0
13,43,0.541,0,1.0,-0.8612592,0
13,44,0.622,0,1.0,-0.8324263,0
13,45,0.738,0,1.0,-0.56342614,0
13,46,0.725,1,-0.05,-0.6993858,0
13,47,0.708,1,-0.05,-0.13181719,0
13,48,0.671,2,-0.05,-0.0286268,0
13,49,0.659,2,-0.05,-0.113247186,0
13,50,0.632,1,-0.05,-0.6098914,0
13,51,0.624,1,-0.05,-0.1687909,0
13,52,0.611,1,-0.05,0.19688725,0
13,53,0.454,0,1.0,-0.46423024,0
13,54,0.292,0,1.0,-0.74926925,0
13,55,0.213,1,-0.05,-0.69125414,0
13,56,0.170,2,-100.0,-0.28426695,0
14,0,0.656,1,-0.05,0.0038634539,0
14,1,0.632,0,1.0,-0.37935042,0
14,2,0.567,0,1.0,-0.67056274,0
14,3,0.553,1,-0.05,-0.8560544,0
14,4,0.535,1,-0.05,-0.51219964,0
14,5,0.470,0,1.0,0.17454869,0
14,6,0.390,1,-0.05,0.21918416,0
14,7,0.369,2,-0.05,-0.5959827,0
14,8,0.280,0,1.0,0.3429958,0
14,9,0.150,0,-100.0,0.56252116,0
15,0,0.665,1,-0.05,-0.12462485,0
15,1,0.659,2,-0.05,-0.28604895,0
15,2,0.663,0,1.0,-0.39300096,0
15,3,0.681,2,-0.05,0.27706814,0
15,4,0.731,2,-0.05,-0.2704264,0
15,5,0.674,0,1.0,0.22376716,0
15,6,0.568,0,1.0,0.722976,0
15,7,0.483,0,1.0,1.1279193,0
15,8,0.434,1,-0.05,1.0668526,0
15,9,0.425,2,-0.05,0.85070634,0
15,10,0.340,0,1.0,0.9192813,0
15,11,0.234,0,1.0,1.8462703,0
15,12,0.161,1,-100.0,2.8777504,0
16,0,0.690,2,-0.05,-0.27390742,0
16,1,0.710,0,1.0,0.107313156,0
16,2,0.683,1,-0.05,-0.67089295,0
16,3,0.669,0,1.0,-0.21337402,0
16,4,0.665,1,-0.05,0.2876662,0
16,5,0.692,1,-0.05,-0.16488671,0
16,6,0.691,2,-0.05,-0.42476583,0
16,7,0.687,2,-0.05,-0.54011106,0
16,8,0.674,2,-0.05,0.29549646,0
16,9,0.641,0,1.0,-0.28579307,0
16,10,0.601,2,-0.05,0.6089041,0
16,11,0.579,2,-0.05,0.6953502,0
16,12,0.565,2,-0.05,1.3998923,0
16,13,0.537,2,-0.05,0.42426932,0
16,14,0.386,0,1.0,-0.69636595,0
16,15,0.308,1,-0.05,-1.0865902,0
16,16,0.284,2,-0.05,-0.55416447,0
16,17,0.249,1,-0.05,-1.0873717,0
16,18,0.223,2,-0.05,-0.42487657,0
16,19,0.178,2,-100.0,-1.3632541,0
17,0,0.661,1,-0.05,0.0037093163,0
17,1,0.643,0,1.0,-0.3907851,0
17,2,0.609,1,-0.05,-0.44562578,0
17,3,0.617,1,-0.05,-0.67705655,0
17,4,0.588,2,-0.05,-0.15152767,0
17,5,0.570,2,-0.05,-0.5253786,0
17,6,0.568,1,-0.05,-0.4130658,0
17,7,0.570,1,-0.05,-0.6575074,0
17,8,0.540,2,-0.05,-0.18653685,0
17,9,0.526,1,-0.05,-0.49073803,0
17,10,0.526,2,-0.05,-0.17391822,0
17,11,0.492,2,-0.05,-0.40396947,0
17,12,0.488,2,-0.05,-0.48330522,0
17,13,0.505,2,-0.05,-0.40632486,0
17,14,0.533,2,-0.05,0.08532846,0
17,15,0.617,2,-0.05,-0.7188574,0
17,16,0.770,0,1.0,1.2384129,0
17,17,0.708,0,1.0,1.0583344,0
17,18,0.644,1,-0.05,0.76409173,0
17,19,0.616,2,-0.05,0.6373745,0
17,20,0.530,0,1.0,1.0354044,0
17,21,0.452,1,-0.05,1.25177,0
17,22,0.443,2,-0.05,1.9931029,0
17,23,0.299,0,1.0,0.45328408,0
17,24,0.256,1,-0.05,-0.74699223,0
17,25,0.155,0,-100.0,-0.58219504,0
18,0,0.671,2,-0.05,-0.15633464,0
18,1,0.716,2,-0.05,-0.019683003,0
18,2,0.727,2,-0.05,-0.12443316,0
18,3,0.713,2,-0.05,1.046352,0
18,4,0.623,0,1.0,0.9027452,0
18,5,0.528,2,-0.05,1.012718,0
18,6,0.515,2,-0.05,-0.5252485,0
18,7,0.406,0,1.0,-1.0705881,0
18,8,0.326,2,-0.05,-1.0949334,0
18,9,0.276,2,-0.05,-0.8298825,0
18,10,0.249,1,-0.05,-0.5834304,0
18,11,0.233,2,-0.05,-0.8407543,0
18,12,0.120,0,-100.0,-0.55324835,0
19,0,0.667,0,1.0,-0.12504327,0
19,1,0.664,1,-0.05,-0.08450532,0
19,2,0.643,0,1.0,-0.48288107,0
19,3,0.607,0,1.0,-0.41961384,0
19,4,0.575,0,1.0,-0.4309085,0
19,5,0.542,2,-0.05,-0.36653662,0
19,6,0.552,1,-0.05,-0.4507932,0
19,7,0.533,2,-0.05,-0.8241875,0
19,8,0.534,2,-0.05,-0.42602396,0
19,9,0.558,2,-0.05,0.016586304,0
19,10,0.638,0,1.0,-0.60997957,0
19,11,0.685,2,-0.05,-0.3492092,0
19,12,0.675,1,-0.05,0.21379471,0
19,13,0.647,1,-0.05,-0.23624158,0
19,14,0.663,0,1.0,0.20185757,0
19,15,0.655,1,-0.05,-0.021487594,0
19,16,0.662,1,-0.05,-0.43272835,0
19,17,0.619,0,1.0,-0.7633047,0
19,18,0.583,2,-0.05,-0.6095067,0
19,19,0.552,0,1.0,-1.0512006,0
19,20,0.542,2,-0.05,-1.3088435,0
19,21,0.531,1,-0.05,-0.5010999,0
19,22,0.502,0,1.0,-0.9602091,0
19,23,0.463,2,-0.05,-0.23369673,0
19,24,0.434,0,1.0,-0.24515155,0
19,25,0.437,1,-0.05,-0.3431088,0
19,26,0.430,1,-0.05,-0.36256838,0
19,27,0.383,0,1.0,0.06298739,0
19,28,0.336,2,-0.05,-0.5193169,0
19,29,0.318,2,-0.05,-0.38805282,0
19,30,0.292,0,1.0,-0.5363827,0
19,31,0.289,1,-0.05,-0.4102649,0
19,32,0.261,2,-0.05,-0.48034155,0
19,33,0.270,0,1.0,-0.16291785,0
19,34,0.273,1,-0.05,-0.07779765,0
19,35,0.265,1,-0.05,-0.011385679,0
19,36,0.266,2,-0.05,-0.23229444,0
19,37,0.242,0,1.0,-0.12509358,0
19,38,0.243,2,-0.05,0.03636694,0
19,39,0.264,0,1.0,0.027861297,0
19,40,0.272,2,-0.05,-0.23567146,0
19,41,0.259,1,-0.05,-0.13977873,0
19,42,0.269,0,1.0,-0.14893913,0
19,43,0.280,0,1.0,-0.30392104,0
19,44,0.277,2,-0.05,-0.22438806,0
19,45,0.292,0,1.0,-0.2307024,0
19,46,0.140,0,-100.0,-0.115267396,0
20,0,0.671,2,-0.05,-0.15614057,0
20,1,0.680,1,-0.05,-0.020164251,0
20,2,0.675,1,-0.05,-0.014659762,0
20,3,0.673,1,-0.05,-0.23792684,0
20,4,0.586,0,1.0,-0.5644058,0
20,5,0.538,1,-0.05,-0.19800135,0
20,6,0.472,0,1.0,0.1863749,0
20,7,0.316,0,1.0,0.27419904,0
20,8,0.199,0,-100.0,-0.31124887,0
21,0,0.668,0,1.0,-0.168064,0
21,1,0.660,1,-0.05,-0.17245221,0
21,2,0.634,0,1.0,-0.43273044,0
21,3,0.597,2,-0.05,-0.38687992,0
21,4,0.600,0,1.0,-0.37051708,0
21,5,0.612,0,1.0,-0.3601961,0
21,6,0.608,2,-0.05,-0.45573163,0
21,7,0.634,0,1.0,0.16357696,0
21,8,0.681,0,1.0,0.1626823,0
21,9,0.697,0,1.0,0.007009268,0
21,10,0.698,2,-0.05,-0.018297434,0
21,11,0.685,2,-0.05,-0.24463809,0
21,12,0.659,2,-0.05,1.1349744,0
21,13,0.553,0,1.0,0.38063642,0
21,14,0.473,1,-0.05,0.55052215,0
21,15,0.430,1,-0.05,0.60606015,0
21,16,0.430,2,-0.05,1.3466282,0
21,17,0.313,0,1.0,0.53480846,0
21,18,0.263,2,-0.05,0.62593424,0
21,19,0.129,0,-100.0,-0.28756243,0
22,0,0.666,0,1.0,-0.14455247,0
22,1,0.674,2,-0.05,-0.10338199,0
22,2,0.678,1,-0.05,0.07183111,0
22,3,0.680,1,-0.05,-0.30887687,0
22,4,0.632,0,1.0,-0.3759731,0
22,5,0.592,2,-0.05,-0.68133795,0
22,6,0.595,1,-0.05,-0.38693678,0
22,7,0.575,2,-0.05,-0.55187523,0
22,8,0.536,0,1.0,-0.8714452,0
22,9,0.541,2,-0.05,-0.5488262,0
22,10,0.538,1,-0.05,-0.49920356,0
22,11,0.539,1,-0.05,-0.41133654,0
22,12,0.520,2,-0.05,-0.45311487,0
22,13,0.522,1,-0.05,-0.69762796,0
22,14,0.514,1,-0.05,-0.49575597,0
22,15,0.491,2,-0.05,0.08045918,0
22,16,0.443,0,1.0,-0.3349762,0
22,17,0.400,0,1.0,-0.5068689,0
22,18,0.323,0,1.0,-0.40995577,0
22,19,0.282,0,1.0,-0.1514552,0
22,20,0.252,2,-0.05,-0.15997821,0
22,21,0.246,2,-0.05,-0.18104434,0
22,22,0.260,0,1.0,-0.82708037,0
22,23,0.299,2,-0.05,-0.5322783,0
22,24,0.293,1,-0.05,-0.43117213,0
22,25,0.316,2,-0.05,-1.0985198,0
22,26,0.318,1,-0.05,-0.6204518,0
22,27,0.323,0,1.0,-1.296651,0
22,28,0.322,1,-0.05,-0.45180643,0
22,29,0.322,2,-0.05,-0.26717427,0
22,30,0.347,2,-0.05,-0.33820766,0
22,31,0.401,0,1.0,-1.2275077,0
22,32,0.435,1,-0.05,-0.47150588,0
22,33,0.462,0,1.0,0.055587888,0
22,34,0.503,0,1.0,0.39482552,0
22,35,0.503,1,-0.05,0.02047205,0
22,36,0.517,0,1.0,-0.18223655,0
22,37,0.515,2,-0.05,-0.15661156,0
22,38,0.513,1,-0.05,-0.26296353,0
22,39,0.522,1,-0.05,-0.22779697,0
22,40,0.455,0,1.0,-0.3201844,0
22,41,0.417,1,-0.05,-0.038793802,0
22,42,0.345,0,1.0,-0.01600933,0
22,43,0.306,2,-0.05,-0.0234797,0
22,44,0.270,2,-0.05,-0.007514894,0
22,45,0.274,2,-0.05,-0.15551797,0
22,46,0.272,1,-0.05,-0.23410285,0
22,47,0.268,1,-0.05,-0.19709861,0
22,48,0.246,1,-0.05,-0.014239639,0
22,49,0.227,1,-0.05,-0.0035841167,0
22,50,0.219,1,-0.05,-0.050197527,0
22,51,0.120,0,-100.0,-0.049721062,0
23,0,0.671,2,-0.05,-0.17998815,0
23,1,0.703,0,1.0,0.017734766,0
23,2,0.664,0,1.0,-0.591046,0
23,3,0.636,2,-0.05,-0.61727726,0
23,4,0.576,0,1.0,0.48868394,0
23,5,0.470,0,1.0,0.9872074,0
23,6,0.352,0,1.0,1.310796,0
23,7,0.284,0,1.0,1.1612971,0
23,8,0.170,0,-100.0,1.0560706,0
24,0,0.662,0,1.0,-0.15615833,0
24,1,0.683,2,-0.05,-0.1570158,0
24,2,0.710,0,1.0,0.10720837,0
24,3,0.700,1,-0.05,-0.18471646,0
24,4,0.689,2,-0.05,0.18400276,0
24,5,0.641,0,1.0,-0.44084954,0
24,6,0.571,0,1.0,0.2666924,0
24,7,0.533,1,-0.05,0.39254546,0
24,8,0.527,2,-0.05,-0.415457,0
24,9,0.493,1,-0.05,0.5338311,0
24,10,0.482,0,1.0,-0.028520346,0
24,11,0.450,0,1.0,-0.47957468,0
24,12,0.433,1,-0.05,-0.41189778,0
24,13,0.453,1,-0.05,0.20481789,0
24,14,0.494,0,1.0,-0.38677752,0
24,15,0.561,0,1.0,-0.41749835,0
24,16,0.571,2,-0.05,-0.48187745,0
24,17,0.604,1,-0.05,-0.070847034,0
24,18,0.673,1,-0.05,-1.0393138,0
24,19,0.755,0,1.0,-0.18894228,0
24,20,0.668,0,1.0,-0.33892903,0
24,21,0.573,0,1.0,-0.18592608,0
24,22,0.511,1,-0.05,0.10075641,0
24,23,0.394,0,1.0,-0.39338976,0
24,24,0.338,2,-0.05,-0.42858362,0
24,25,0.320,1,-0.05,-0.40334696,0
24,26,0.282,2,-0.05,-0.505597,0
24,27,0.211,0,1.0,-0.42111254,0
24,28,0.153,1,-100.0,-0.42226946,0
25,0,0.690,2,-0.05,-0.27383232,0
25,1,0.695,2,-0.05,0.10729241,0
25,2,0.734,2,-0.05,-0.36737657,0
25,3,0.711,1,-0.05,0.86083305,0
25,4,0.665,0,1.0,0.3797928,0
25,5,0.642,1,-0.05,-0.45801973,0
25,6,0.647,2,-0.05,-0.4205712,0
25,7,0.631,1,-0.05,-0.23936665,0
25,8,0.616,1,-0.05,-0.5395402,0
25,9,0.636,1,-0.05,0.15319479,0
25,10,0.679,1,-0.05,-0.28553593,0
25,11,0.713,0,1.0,-0.7256398,0
25,12,0.677,2,-0.05,-0.6126059,0
25,13,0.667,2,-0.05,-0.58571315,0
25,14,0.651,1,-0.05,-0.37064147,0
25,15,0.626,0,1.0,-0.8504833,0
25,16,0.576,2,-0.05,-0.5515815,0
25,17,0.572,1,-0.05,-0.4737699,0
25,18,0.527,0,1.0,-0.44027826,0
25,19,0.395,0,1.0,0.061271608,0
25,20,0.296,0,1.0,0.4756878,0
25,21,0.196,0,-100.0,0.34517252,0
26,0,0.665,1,-0.05,-0.17581344,0
26,1,0.660,1,-0.05,-0.25885832,0
26,2,0.650,2,-0.05,-0.66026306,0
26,3,0.637,1,-0.05,-0.6694081,0
26,4,0.627,2,-0.05,-0.6536845,0
26,5,0.632,1,-0.05,-0.41833746,0
26,6,0.572,0,1.0,-0.62478334,0
26,7,0.533,1,-0.05,-0.3514906,0
26,8,0.471,0,1.0,0.0016181469,0
26,9,0.322,0,1.0,0.36779997,0
26,10,0.277,2,-0.05,-0.023347706,0
26,11,0.206,0,1.0,0.56728876,0
26,12,0.121,0,-100.0,0.51105404,0
27,0,0.679,2,-0.05,-0.15624738,0
27,1,0.697,0,1.0,0.2080152,0
27,2,0.713,1,-0.05,-0.420748,0
27,3,0.690,0,1.0,0.095614314,0
27,4,0.695,2,-0.05,0.2901882,0
27,5,0.689,2,-0.05,-0.040776968,0
27,6,0.677,1,-0.05,-0.20831203,0
