epoch,step,min_lidar,action,reward,q_max,loss
9,19,0.547,0,1.0,-1.7111689,0
9,20,0.536,2,-0.05,-1.7517936,0
9,21,0.540,2,-0.05,-2.1130066,0
9,22,0.521,2,-0.05,-1.8747994,0
9,23,0.546,1,-0.05,-1.468875,0
9,24,0.560,1,-0.05,-1.7236546,0
9,25,0.558,2,-0.05,-2.0110278,0
9,26,0.550,2,-0.05,-1.7783055,0
9,27,0.600,0,1.0,-1.8854318,0
9,28,0.631,1,-0.05,-1.9092425,0
9,29,0.636,1,-0.05,-1.7312366,0
9,30,0.646,0,1.0,-1.5800883,0
9,31,0.655,1,-0.05,-2.0398412,0
9,32,0.661,2,-0.05,-2.3164926,0
9,33,0.667,0,1.0,-2.2825909,0
9,34,0.671,1,-0.05,-1.9467431,0
9,35,0.656,0,1.0,-2.398498,0
9,36,0.655,0,1.0,-1.8450738,0
9,37,0.633,0,1.0,-2.085042,0
9,38,0.606,1,-0.05,-0.7941836,0
9,39,0.588,0,1.0,-1.529058,0
9,40,0.564,1,-0.05,-0.06989813,0
9,41,0.543,2,-0.05,-0.078583956,0
9,42,0.545,1,-0.05,-0.06501615,0
9,43,0.503,0,1.0,-0.46856213,0
9,44,0.465,2,-0.05,-0.49874848,0
9,45,0.446,2,-0.05,-1.4756594,0
9,46,0.438,2,-0.05,-1.2250719,0
9,47,0.462,0,1.0,-2.0456038,0
9,48,0.470,0,1.0,-3.1135852,0
9,49,0.488,0,1.0,-2.5020037,0
9,50,0.477,2,-0.05,-2.4990768,0
9,51,0.500,1,-0.05,-2.582685,0
9,52,0.515,0,1.0,-2.5529401,0
9,53,0.521,0,1.0,-2.2301574,0
9,54,0.520,2,-0.05,-2.182004,0
9,55,0.442,0,1.0,-2.5701144,0
9,56,0.389,1,-0.05,-1.9091738,0
9,57,0.261,0,1.0,-2.173321,0
9,58,0.127,0,-100.0,-1.568661,0
10,0,0.670,1,-0.05,-0.8927672,0
10,1,0.666,2,-0.05,-0.94592,0
10,2,0.657,1,-0.05,-0.8998904,0
10,3,0.646,0,1.0,-0.88580275,0
10,4,0.641,1,-0.05,-1.0380242,0
10,5,0.610,0,1.0,-1.7214992,0
10,6,0.564,1,-0.05,-1.6192524,0
10,7,0.565,1,-0.05,-1.6220877,0
10,8,0.540,2,-0.05,-0.65302724,0
10,9,0.531,1,-0.05,-1.4361488,0
10,10,0.491,2,-0.05,-0.7638905,0
10,11,0.479,1,-0.05,-1.5577493,0
10,12,0.420,0,1.0,-0.43073416,0
10,13,0.364,1,-0.05,0.22321534,0
10,14,0.339,2,-0.05,0.010542154,0
10,15,0.291,0,1.0,0.12528646,0
10,16,0.247,2,-0.05,0.10442221,0
10,17,0.214,1,-0.05,-0.7872498,0
10,18,0.194,2,-100.0,-0.1899786,0
11,0,0.671,2,-0.05,-0.8847182,0
11,1,0.675,1,-0.05,-1.4775188,0
11,2,0.675,0,1.0,-1.2184772,0
11,3,0.661,1,-0.05,-0.68902445,0
11,4,0.642,0,1.0,-0.9313781,0
11,5,0.617,0,1.0,-1.4433665,0
11,6,0.580,0,1.0,-1.5704523,0
11,7,0.563,1,-0.05,-1.5806152,0
11,8,0.556,2,-0.05,-1.8286638,0
11,9,0.528,0,1.0,-1.7773083,0
11,10,0.524,1,-0.05,-1.3544638,0
11,11,0.510,2,-0.05,-1.671581,0
11,12,0.503,1,-0.05,-1.5409902,0
11,13,0.492,2,-0.05,-1.6344631,0
11,14,0.472,1,-0.05,-1.6582463,0
11,15,0.468,1,-0.05,-1.933913,0
11,16,0.427,0,1.0,-1.7297525,0
11,17,0.398,1,-0.05,-1.4010234,0
11,18,0.378,2,-0.05,-0.11990464,0
11,19,0.354,1,-0.05,-1.5607537,0
11,20,0.257,0,1.0,0.14493299,0
11,21,0.170,0,-100.0,-0.05443859,0
12,0,0.670,1,-0.05,-0.8928466,0
12,1,0.665,1,-0.05,-0.9456477,0
12,2,0.658,1,-0.05,-1.2662455,0
12,3,0.635,1,-0.05,-1.2559152,0
12,4,0.615,1,-0.05,0.22432256,0
12,5,0.496,0,1.0,-0.2737229,0
12,6,0.457,2,-0.05,-0.42821616,0
12,7,0.422,2,-0.05,0.49344122,0
12,8,0.407,1,-0.05,0.07283032,0
12,9,0.377,1,-0.05,-0.02198261,0
12,10,0.334,1,-0.05,-0.20024705,0
12,11,0.312,1,-0.05,-0.81458735,0
12,12,0.270,2,-0.05,-1.0225528,0
12,13,0.157,0,-100.0,-0.91056967,0
13,0,0.665,0,1.0,-0.88852453,0
13,1,0.670,1,-0.05,-0.8846376,0
13,2,0.651,0,1.0,-0.95390534,0
13,3,0.633,1,-0.05,-1.1949164,0
13,4,0.631,1,-0.05,-1.7018774,0
13,5,0.563,0,1.0,-1.4148687,0
13,6,0.533,2,-0.05,-1.1662158,0
13,7,0.507,1,-0.05,-1.652745,0
13,8,0.476,2,-0.05,-0.8576033,0
13,9,0.467,2,-0.05,-1.5341237,0
13,10,0.443,0,1.0,-1.9537374,0
13,11,0.427,1,-0.05,-1.5894881,0
13,12,0.407,2,-0.05,-2.2689831,0
13,13,0.398,1,-0.05,-1.8098063,0
13,14,0.354,0,1.0,-2.091745,0
13,15,0.318,1,-0.05,-1.9448447,0
13,16,0.307,1,-0.05,-1.4388312,0
13,17,0.241,0,1.0,-0.14845419,0
13,18,0.170,2,-100.0,0.0022653341,0
14,0,0.667,0,1.0,-0.8819332,0
14,1,0.677,0,1.0,-0.9199865,0
14,2,0.681,0,1.0,-0.98812413,0
14,3,0.675,2,-0.05,-1.0034821,0
14,4,0.682,2,-0.05,-1.3756819,0
14,5,0.696,0,1.0,-1.1622441,0
14,6,0.665,1,-0.05,-1.0568504,0
14,7,0.618,0,1.0,-1.0227981,0
14,8,0.630,2,-0.05,-0.7089143,0
14,9,0.566,0,1.0,-0.8149252,0
14,10,0.550,1,-0.05,-0.6614914,0
14,11,0.530,2,-0.05,-0.5392225,0
14,12,0.537,2,-0.05,-0.43029523,0
14,13,0.525,2,-0.05,-0.5627732,0
14,14,0.485,1,-0.05,-0.8557379,0
14,15,0.463,2,-0.05,-0.6169052,0
14,16,0.453,2,-0.05,-0.563367,0
14,17,0.327,0,1.0,0.1765433,0
14,18,0.289,2,-0.05,0.5584321,0
14,19,0.252,2,-0.05,0.81716967,0
14,20,0.209,2,-0.05,0.23501742,0
14,21,0.182,2,-100.0,-1.0558596,0
15,0,0.676,1,-0.05,-0.8816476,0
15,1,0.655,0,1.0,-0.9273801,0
15,2,0.642,2,-0.05,-1.0695837,0
15,3,0.627,0,1.0,-1.0457861,0
15,4,0.621,1,-0.05,-0.92798257,0
15,5,0.633,1,-0.05,-1.01864,0
15,6,0.602,2,-0.05,-1.6173756,0
15,7,0.600,2,-0.05,-1.3439972,0
15,8,0.610,0,1.0,-1.1366286,0
15,9,0.621,1,-0.05,-1.4851544,0
15,10,0.618,1,-0.05,-1.076724,0
15,11,0.602,2,-0.05,-1.2701321,0
15,12,0.600,2,-0.05,-1.189462,0
15,13,0.596,2,-0.05,-1.5023446,0
15,14,0.642,0,1.0,-1.4478219,0
15,15,0.658,1,-0.05,-1.417846,0
15,16,0.663,2,-0.05,-1.3308835,0
15,17,0.686,1,-0.05,-1.3912292,0
15,18,0.695,1,-0.05,-1.3095107,0
15,19,0.689,1,-0.05,-0.9176333,0
15,20,0.683,2,-0.05,-1.0893748,0
15,21,0.686,1,-0.05,-0.933445,0
15,22,0.679,2,-0.05,-1.0458249,0
15,23,0.668,0,1.0,-1.1007495,0
15,24,0.689,0,1.0,-1.1110103,0
15,25,0.681,1,-0.05,-1.1217792,0
15,26,0.683,1,-0.05,-1.1968384,0
15,27,0.691,2,-0.05,-1.7671415,0
15,28,0.668,1,-0.05,-1.3702233,0
15,29,0.636,0,1.0,-2.157377,0
15,30,0.628,2,-0.05,-1.8850151,0
15,31,0.599,0,1.0,-2.0905018,0
15,32,0.573,0,1.0,-1.8777115,0
15,33,0.564,0,1.0,-2.1299896,0
15,34,0.540,0,1.0,-2.0241282,0
15,35,0.516,0,1.0,-2.0342014,0
15,36,0.502,2,-0.05,-2.434741,0
15,37,0.504,0,1.0,-2.5623827,0
15,38,0.519,0,1.0,-2.4871287,0
15,39,0.530,1,-0.05,-3.4849532,0
15,40,0.519,0,1.0,-1.9979733,0
15,41,0.502,2,-0.05,-1.5409143,0
15,42,0.491,2,-0.05,-2.4639487,0
15,43,0.493,2,-0.05,-2.8953881,0
15,44,0.546,0,1.0,-3.3638988,0
15,45,0.578,2,-0.05,-3.0835276,0
15,46,0.589,2,-0.05,-2.914333,0
15,47,0.688,0,1.0,-2.61741,0
15,48,0.723,1,-0.05,-2.034048,0
15,49,0.711,1,-0.05,-2.941521,0
15,50,0.696,0,1.0,-2.3865998,0
15,51,0.672,1,-0.05,-2.3095315,0
15,52,0.694,1,-0.05,-3.0699906,0
15,53,0.754,0,1.0,-1.9107443,0
15,54,0.797,1,-0.05,-1.108727,0
15,55,0.791,2,-0.05,-0.8155552,0
15,56,0.805,2,-0.05,-1.4388428,0
15,57,0.778,1,-0.05,-2.425864,0
15,58,0.692,0,1.0,-1.6809933,0
15,59,0.611,2,-0.05,-1.3346651,0
15,60,0.579,1,-0.05,-2.185296,0
15,61,0.552,1,-0.05,-1.3217164,0
15,62,0.445,0,1.0,-0.44825995,0
15,63,0.315,0,1.0,-0.66532004,0
15,64,0.244,1,-0.05,-0.6286448,0
15,65,0.202,2,-0.05,-0.71142673,0
15,66,0.120,0,-100.0,-0.7186463,0
16,0,0.653,2,-0.05,-0.88853765,0
16,1,0.676,1,-0.05,-1.630389,0
16,2,0.659,0,1.0,-0.98105574,0
16,3,0.658,0,1.0,-0.6778798,0
16,4,0.645,0,1.0,-0.7284188,0
16,5,0.643,2,-0.05,-0.82140374,0
16,6,0.646,2,-0.05,-1.3171666,0
16,7,0.640,2,-0.05,-1.192297,0
16,8,0.695,0,1.0,-1.1673799,0
16,9,0.675,1,-0.05,-0.8742974,0
16,10,0.657,1,-0.05,-1.033742,0
16,11,0.642,1,-0.05,-0.81083155,0
16,12,0.653,2,-0.05,-0.77477384,0
16,13,0.644,1,-0.05,-0.6490071,0
16,14,0.654,0,1.0,-0.27010536,0
16,15,0.670,2,-0.05,-0.58734894,0
16,16,0.642,0,1.0,-0.81137204,0
16,17,0.645,0,1.0,-0.6781039,0
16,18,0.633,1,-0.05,-0.63414264,0
16,19,0.638,1,-0.05,-0.6394863,0
16,20,0.635,2,-0.05,-1.5701497,0
16,21,0.657,0,1.0,-0.6754216,0
16,22,0.649,0,1.0,-0.9383775,0
16,23,0.668,2,-0.05,-0.94956326,0
16,24,0.653,2,-0.05,-1.0619123,0
16,25,0.643,1,-0.05,-0.82262635,0
16,26,0.634,0,1.0,-0.8631451,0
16,27,0.620,1,-0.05,-0.9539043,0
16,28,0.633,1,-0.05,-1.0840777,0
16,29,0.660,0,1.0,-1.527484,0
16,30,0.691,2,-0.05,-1.1029532,0
16,31,0.689,1,-0.05,-1.8898734,0
16,32,0.682,1,-0.05,-1.486367,0
16,33,0.683,2,-0.05,0.1615994,0
16,34,0.653,0,1.0,-1.0643747,0
16,35,0.646,1,-0.05,-1.8219641,0
16,36,0.628,1,-0.05,-0.31239724,0
16,37,0.613,1,-0.05,0.10567337,0
16,38,0.533,0,1.0,0.48782587,0
16,39,0.471,1,-0.05,0.50242853,0
16,40,0.454,2,-0.05,-0.10471636,0
16,41,0.438,1,-0.05,0.16630822,0
16,42,0.320,0,1.0,0.1700378,0
16,43,0.269,2,-0.05,-0.44387913,0
16,44,0.195,0,-100.0,-0.43051016,0
17,0,0.666,0,1.0,-0.8758471,0
17,1,0.654,2,-0.05,-0.8707986,0
17,2,0.681,0,1.0,-1.4453588,0
17,3,0.697,0,1.0,-1.3159804,0
17,4,0.689,2,-0.05,-1.1728122,0
17,5,0.687,2,-0.05,-1.1332307,0
17,6,0.673,2,-0.05,-0.75264597,0
17,7,0.599,0,1.0,-1.1344336,0
17,8,0.483,0,1.0,-1.4294585,0
17,9,0.398,0,1.0,-0.8729472,0
17,10,0.356,2,-0.05,-0.42543542,0
17,11,0.280,0,1.0,1.0656357,0
17,12,0.217,1,-0.05,1.219242,0
17,13,0.191,2,-100.0,1.0727392,0
18,0,0.671,2,-0.05,-0.88460517,0
18,1,0.675,1,-0.05,-1.4773784,0
18,2,0.664,0,1.0,-1.218483,0
18,3,0.661,1,-0.05,-0.6985793,0
18,4,0.642,0,1.0,-0.9312477,0
18,5,0.617,0,1.0,-1.4431612,0
18,6,0.580,0,1.0,-1.5702428,0
18,7,0.567,2,-0.05,-1.5804055,0
18,8,0.545,1,-0.05,-1.386643,0
18,9,0.528,0,1.0,-1.5253667,0
18,10,0.489,2,-0.05,-2.008009,0
18,11,0.475,0,1.0,-1.685878,0
18,12,0.479,1,-0.05,-1.6694188,0
18,13,0.442,0,1.0,-1.9194728,0
18,14,0.411,2,-0.05,-2.4986122,0
18,15,0.404,1,-0.05,-2.1122081,0
18,16,0.395,2,-0.05,-2.4818523,0
18,17,0.368,0,1.0,-2.215314,0
18,18,0.361,0,1.0,-2.2804422,0
18,19,0.353,1,-0.05,-2.737225,0
18,20,0.337,2,-0.05,-2.0134432,0
18,21,0.344,1,-0.05,-2.6690788,0
18,22,0.322,2,-0.05,-2.2600317,0
18,23,0.319,0,1.0,-2.6869864,0
18,24,0.318,1,-0.05,-2.9123306,0
18,25,0.303,1,-0.05,-2.8166075,0
18,26,0.308,1,-0.05,-2.0576382,0
18,27,0.280,1,-0.05,-1.8974962,0
18,28,0.263,1,-0.05,0.13354719,0
18,29,0.235,2,-0.05,0.26263857,0
18,30,0.149,0,-100.0,-0.21062005,0
19,0,0.653,2,-0.05,-0.88856244,0
19,1,0.654,2,-0.05,-1.6303794,0
19,2,0.666,2,-0.05,-1.2258399,0
19,3,0.699,1,-0.05,-0.9985647,0
19,4,0.707,1,-0.05,-1.0435317,0
19,5,0.684,2,-0.05,-1.1852899,0
19,6,0.681,1,-0.05,-1.1218083,0
19,7,0.638,0,1.0,-1.038806,0
19,8,0.643,2,-0.05,-0.8403034,0
19,9,0.611,0,1.0,-0.9057102,0
19,10,0.532,0,1.0,-0.73567176,0
19,11,0.519,1,-0.05,-0.3792243,0
19,12,0.503,2,-0.05,-0.53156066,0
19,13,0.496,1,-0.05,-0.21389651,0
19,14,0.463,0,1.0,-0.46180964,0
19,15,0.449,2,-0.05,-0.35360909,0
19,16,0.435,2,-0.05,-0.1391263,0
19,17,0.388,0,1.0,0.22275066,0
19,18,0.315,0,1.0,0.038131,0
19,19,0.205,0,1.0,0.36866093,0
19,20,0.129,0,-100.0,0.78721726,0
20,0,0.677,1,-0.05,-0.8886044,0
20,1,0.664,2,-0.05,-0.990649,0
20,2,0.655,0,1.0,-0.7321689,0
20,3,0.667,1,-0.05,-0.9710207,0
20,4,0.649,0,1.0,-0.6569364,0
20,5,0.631,2,-0.05,-0.960989,0
20,6,0.640,0,1.0,-0.8539262,0
20,7,0.637,0,1.0,-1.0616999,0
20,8,0.652,0,1.0,-1.0796432,0
20,9,0.649,0,1.0,-1.0778251,0
20,10,0.658,0,1.0,-1.0516286,0
20,11,0.657,0,1.0,-1.0407205,0
20,12,0.669,0,1.0,-1.2714345,0
20,13,0.669,2,-0.05,-1.2915105,0
20,14,0.670,1,-0.05,-1.3505445,0
20,15,0.671,0,1.0,-1.4379314,0
20,16,0.669,2,-0.05,-1.2872406,0
20,17,0.662,2,-0.05,-1.7067692,0
20,18,0.695,0,1.0,-1.2140603,0
20,19,0.698,1,-0.05,-1.4843295,0
20,20,0.681,0,1.0,-1.174861,0
20,21,0.673,2,-0.05,-1.4215121,0
20,22,0.644,0,1.0,-1.1729593,0
20,23,0.596,0,1.0,-0.81914306,0
20,24,0.553,0,1.0,-0.9320166,0
20,25,0.521,1,-0.05,-0.7199807,0
20,26,0.520,0,1.0,-1.1946955,0
20,27,0.496,0,1.0,-1.6326358,0
20,28,0.476,1,-0.05,-2.0398273,0
20,29,0.482,1,-0.05,-0.9010811,0
20,30,0.494,2,-0.05,-0.10539329,0
20,31,0.502,2,-0.05,-0.89914,0
20,32,0.486,0,1.0,-2.156882,0
20,33,0.467,1,-0.05,-2.3465686,0
20,34,0.485,1,-0.05,-2.476312,0
20,35,0.506,0,1.0,0.48843896,0
20,36,0.530,1,-0.05,-0.45075285,0
20,37,0.535,1,-0.05,0.1000576,0
20,38,0.603,0,1.0,0.8561909,0
20,39,0.707,1,-0.05,0.47463524,0
20,40,0.727,0,1.0,-0.48310232,0
20,41,0.642,0,1.0,-0.028007984,0
20,42,0.589,1,-0.05,0.27078748,0
20,43,0.532,1,-0.05,0.68068016,0
20,44,0.537,1,-0.05,-0.16701698,0
20,45,0.417,0,1.0,-1.9814019,0
20,46,0.352,1,-0.05,-2.2920022,0
20,47,0.312,1,-0.05,-2.3061786,0
20,48,0.193,0,-100.0,-1.1649063,0
21,0,0.664,2,-0.05,-0.8928375,0
21,1,0.658,2,-0.05,-1.6801229,0
21,2,0.700,0,1.0,-1.1266143,0
21,3,0.639,0,1.0,-1.0574923,0
21,4,0.613,1,-0.05,-0.8658309,0
21,5,0.575,0,1.0,-0.7820444,0
21,6,0.579,2,-0.05,-0.80031157,0
21,7,0.518,0,1.0,-0.6891098,0
21,8,0.440,0,1.0,-0.31882644,0
21,9,0.401,0,1.0,0.2761171,0
21,10,0.370,1,-0.05,0.52382255,0
21,11,0.347,1,-0.05,0.13249636,0
21,12,0.334,1,-0.05,0.5038829,0
